sale_id,ganancia_total,n_productos,categoria_principal,n_categorias,precio_promedio,genero_principal,marca_principal,catalog_price_prom,desc_promedio,desc_maximo,hubo_descuento,tramo_descuento,channel,country,en_campana,campana_activa,age_range,mes,dia_semana,es_fin_semana,sale_date,costo_promedio,margen_pct
401,192.11,3,T-Shirts,3,50.05666666666667,Female,Tiva,50.05666666666667,0.0,0.0,0,sin_descuento,E-commerce,France,1,Easter Promotion,36-45,4,1,0,2025-04-15,32.373333333333335,0.3533
402,189.39,3,Sleepwear,2,60.34,Female,Tiva,60.34,0.0,0.0,0,sin_descuento,E-commerce,France,1,Mid-Season Clearance,26-35,5,1,0,2025-05-13,30.74,0.4906
403,160.25,3,Shoes,2,43.60999999999999,Female,Tiva,43.60999999999999,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,56-65,4,6,1,2025-04-27,23.91333333333333,0.4517
404,91.9,3,Shoes,3,45.919999999999995,Female,Tiva,45.919999999999995,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,TIVA Week,26-35,5,0,0,2025-05-26,25.906666666666666,0.4358
405,232.4,3,T-Shirts,2,49.06333333333333,Female,Tiva,49.06333333333333,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,TIVA Week,26-35,5,1,0,2025-05-20,23.22,0.5267
406,286.96,3,Dresses,2,49.28333333333334,Female,Tiva,49.28333333333334,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,Mid-Season Clearance,36-45,5,2,0,2025-05-14,23.83,0.5165
407,255.07999999999998,3,Sleepwear,2,56.01666666666667,Female,Tiva,56.01666666666667,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,46-55,4,0,0,2025-04-21,30.603333333333335,0.4537
408,238.42000000000002,3,Dresses,2,47.806666666666665,Female,Tiva,47.806666666666665,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Spring Flash Sale,36-45,4,5,1,2025-04-05,23.150000000000002,0.5158
410,437.25,3,Pants,3,54.44,Female,Tiva,54.44,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,TIVA Week,36-45,5,4,0,2025-05-23,25.290000000000003,0.5355
411,99.3,3,Pants,3,29.5,Female,Tiva,42.14000000000001,0.3,0.3,1,alto,App Mobile,Germany,1,Mid-Season Clearance,16-25,5,1,0,2025-05-13,22.28,0.2447
413,313.19,3,Sleepwear,3,50.99666666666667,Female,Tiva,50.99666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Early Summer Deals,16-25,6,1,0,2025-06-17,27.53333333333333,0.4601
414,221.60000000000002,3,T-Shirts,2,53.23666666666667,Female,Tiva,53.23666666666667,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Early Summer Deals,56-65,6,5,1,2025-06-14,30.09,0.4348
416,125.41,3,Sleepwear,3,51.056666666666665,Female,Tiva,51.056666666666665,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,Spring Flash Sale,46-55,4,6,1,2025-04-06,33.50333333333333,0.3438
418,108.21,3,Sleepwear,2,41.26,Female,Tiva,41.26,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Mother's Day Campaign,16-25,5,1,0,2025-05-06,19.576666666666668,0.5255
419,270.24,3,Shoes,3,47.72666666666667,Female,Tiva,47.72666666666667,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,TIVA Week,26-35,5,3,0,2025-05-22,28.30666666666667,0.4069
420,198.99,3,Pants,3,60.24000000000001,Female,Tiva,60.24000000000001,0.0,0.0,0,sin_descuento,App Mobile,France,1,Early Summer Deals,16-25,6,0,0,2025-06-16,33.57666666666666,0.4426
421,128.04,3,Sleepwear,3,38.57666666666667,Female,Tiva,38.57666666666667,0.0,0.0,0,sin_descuento,E-commerce,France,1,Mid-Season Clearance,56-65,5,0,0,2025-05-19,20.883333333333333,0.4587
423,32.91,3,T-Shirts,3,38.306666666666665,Female,Tiva,54.723333333333336,0.3,0.3,1,alto,App Mobile,Portugal,1,Mid-Season Clearance,36-45,5,1,0,2025-05-13,29.51,0.2296
424,154.3,3,Sleepwear,3,65.04,Female,Tiva,65.04,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,TIVA Week,46-55,5,3,0,2025-05-22,39.72,0.3893
425,112.5,3,Shoes,2,32.98,Female,Tiva,32.98,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,36-45,4,2,0,2025-04-16,22.153333333333336,0.3283
426,228.36,3,Shoes,2,55.923333333333325,Female,Tiva,55.923333333333325,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,Early Summer Deals,26-35,6,6,1,2025-06-15,34.123333333333335,0.3898
427,184.28,3,Pants,3,55.656666666666666,Female,Tiva,55.656666666666666,0.0,0.0,0,sin_descuento,App Mobile,France,1,Early Summer Deals,26-35,6,1,0,2025-06-17,34.39666666666667,0.382
428,4.1000000000000005,3,T-Shirts,2,23.563333333333333,Female,Tiva,33.66,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,16-25,5,2,0,2025-05-14,22.19666666666667,0.058
429,232.56,3,Sleepwear,3,50.55666666666667,Female,Tiva,50.55666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,1,Early Summer Deals,36-45,6,5,1,2025-06-14,27.583333333333332,0.4544
430,185.72,3,Pants,3,56.916666666666664,Female,Tiva,56.916666666666664,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,56-65,4,4,0,2025-04-18,28.626666666666665,0.497
432,190.78,3,Dresses,2,46.27,Female,Tiva,46.27,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,36-45,4,6,1,2025-04-20,26.796666666666667,0.4209
433,352.31000000000006,3,Dresses,2,65.44,Female,Tiva,65.44,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,26-35,5,4,0,2025-05-30,31.05666666666667,0.5254
435,157.2,3,T-Shirts,3,48.53666666666667,Female,Tiva,48.53666666666667,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,0,Sin campaña,16-25,4,6,1,2025-04-27,23.786666666666665,0.5099
436,190.57,3,Sleepwear,2,60.156666666666666,Female,Tiva,60.156666666666666,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,56-65,4,0,0,2025-04-28,27.843333333333334,0.5372
440,71.3,3,Dresses,2,42.95333333333334,Female,Tiva,61.36333333333334,0.3,0.3,1,alto,App Mobile,Portugal,1,Mid-Season Clearance,36-45,5,3,0,2025-05-15,36.876666666666665,0.1415
441,103.81,3,Dresses,3,39.946666666666665,Female,Tiva,39.946666666666665,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,16-25,4,0,0,2025-04-28,23.34,0.4157
442,151.17000000000002,3,T-Shirts,3,32.43,Female,Tiva,36.03333333333333,0.10000000000000002,0.1,1,medio,E-commerce,Germany,1,June Price Drop,46-55,6,4,0,2025-06-06,17.333333333333332,0.4655
444,206.14999999999998,3,Sleepwear,3,54.29666666666666,Female,Tiva,54.29666666666666,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Mid-Season Clearance,46-55,5,0,0,2025-05-19,30.473333333333333,0.4388
445,70.99,3,Shoes,2,36.833333333333336,Female,Tiva,40.92666666666667,0.10000000000000002,0.1,1,medio,E-commerce,Portugal,1,Mother's Day Campaign,46-55,5,1,0,2025-05-06,22.916666666666668,0.3778
447,221.54000000000002,3,T-Shirts,2,55.173333333333325,Female,Tiva,55.173333333333325,0.0,0.0,0,sin_descuento,App Mobile,Portugal,0,Sin campaña,26-35,4,5,1,2025-04-19,27.003333333333334,0.5106
448,159.03,3,Shoes,3,37.27333333333333,Female,Tiva,37.27333333333333,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,0,Sin campaña,56-65,4,1,0,2025-04-29,19.833333333333332,0.4679
449,127.99000000000001,3,Shoes,3,36.89,Female,Tiva,36.89,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,TIVA Week,56-65,5,4,0,2025-05-23,21.0,0.4307
450,191.99,3,T-Shirts,2,67.07666666666667,Female,Tiva,67.07666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,26-35,4,2,0,2025-04-30,41.48333333333333,0.3816
451,235.03,3,T-Shirts,2,47.74333333333333,Female,Tiva,47.74333333333333,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,Easter Promotion,56-65,4,1,0,2025-04-15,23.400000000000002,0.5099
452,144.04,3,T-Shirts,3,42.76,Female,Tiva,42.76,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,26-35,4,4,0,2025-04-25,24.513333333333332,0.4267
458,317.78000000000003,3,Dresses,3,47.623333333333335,Female,Tiva,47.623333333333335,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,1,TIVA Week,16-25,5,1,0,2025-05-20,25.163333333333338,0.4716
461,175.17000000000002,3,T-Shirts,2,50.723333333333336,Female,Tiva,50.723333333333336,0.0,0.0,0,sin_descuento,E-commerce,France,1,TIVA Week,36-45,5,1,0,2025-05-27,31.266666666666666,0.3836
463,187.39000000000001,3,T-Shirts,2,46.053333333333335,Female,Tiva,46.053333333333335,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Early Summer Deals,36-45,6,4,0,2025-06-13,24.916666666666668,0.459
465,282.22,3,Dresses,2,50.72,Female,Tiva,50.72,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,Early Summer Deals,36-45,6,5,1,2025-06-14,25.63,0.4947
466,246.07999999999998,3,Shoes,3,59.403333333333336,Female,Tiva,59.403333333333336,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,0,Sin campaña,46-55,4,3,0,2025-04-17,33.67333333333333,0.4331
467,175.14,3,Sleepwear,1,43.43666666666667,Female,Tiva,43.43666666666667,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,26-35,4,6,1,2025-04-20,25.83,0.4053
468,138.32,3,Sleepwear,3,47.51666666666667,Female,Tiva,47.51666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,1,Mother's Day Campaign,16-25,5,0,0,2025-05-05,27.7,0.417
469,143.28,3,Shoes,3,49.333333333333336,Female,Tiva,49.333333333333336,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,56-65,5,6,1,2025-05-25,27.34,0.4458
470,197.48,3,Shoes,1,54.72666666666667,Female,Tiva,54.72666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,56-65,4,2,0,2025-04-30,34.0,0.3787
473,135.97,3,Dresses,2,44.6,Female,Tiva,44.6,0.0,0.0,0,sin_descuento,E-commerce,Spain,0,Sin campaña,56-65,4,2,0,2025-04-30,24.236666666666665,0.4566
474,244.1,3,Dresses,2,42.74,Female,Tiva,42.74,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,Easter Promotion,26-35,4,0,0,2025-04-14,23.72,0.445
475,236.32,3,Dresses,3,44.23,Female,Tiva,44.23,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,36-45,4,0,0,2025-04-28,24.173333333333332,0.4535
476,64.05,3,Dresses,2,32.336666666666666,Female,Tiva,46.196666666666665,0.3,0.3,1,alto,App Mobile,France,1,Mid-Season Clearance,16-25,5,5,1,2025-05-17,25.393333333333334,0.2147
478,65.46,3,Shoes,2,54.14666666666667,Female,Tiva,54.14666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,1,Easter Promotion,16-25,4,0,0,2025-04-14,32.32666666666666,0.403
479,212.22,3,Shoes,3,51.57666666666666,Female,Tiva,51.57666666666666,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,16-25,5,1,0,2025-05-20,26.200000000000003,0.492
480,340.31,3,Shoes,2,57.96333333333333,Female,Tiva,57.96333333333333,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,0,Sin campaña,36-45,4,3,0,2025-04-24,33.61333333333334,0.4201
482,151.25,3,Sleepwear,2,49.78,Female,Tiva,49.78,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,1,TIVA Week,56-65,5,5,1,2025-05-24,27.076666666666668,0.4561
483,147.64,3,Pants,3,45.45666666666667,Female,Tiva,50.50666666666667,0.10000000000000002,0.1,1,medio,E-commerce,France,1,June Price Drop,36-45,6,4,0,2025-06-06,27.53,0.3944
484,111.09,3,Dresses,3,42.196666666666665,Female,Tiva,42.196666666666665,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,16-25,4,5,1,2025-04-26,21.043333333333333,0.5013
485,86.55000000000001,3,Sleepwear,2,43.196666666666665,Female,Tiva,43.196666666666665,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Early Summer Deals,56-65,6,4,0,2025-06-13,26.606666666666666,0.3841
486,124.43,3,Shoes,2,55.153333333333336,Female,Tiva,55.153333333333336,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,46-55,4,5,1,2025-04-19,29.756666666666664,0.4605
488,249.84,3,T-Shirts,3,59.23666666666667,Female,Tiva,59.23666666666667,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,Mid-Season Clearance,16-25,5,3,0,2025-05-15,28.55333333333333,0.518
489,191.82000000000002,3,Dresses,2,51.776666666666664,Female,Tiva,51.776666666666664,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Early Summer Deals,26-35,6,4,0,2025-06-13,28.146666666666665,0.4564
490,166.89000000000001,3,Sleepwear,3,50.919999999999995,Female,Tiva,50.919999999999995,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,TIVA Week,36-45,5,5,1,2025-05-24,31.846666666666668,0.3746
491,237.2,3,Dresses,3,42.65,Female,Tiva,42.65,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,TIVA Week,56-65,5,4,0,2025-05-23,24.063333333333333,0.4358
495,311.36,3,Shoes,2,61.696666666666665,Female,Tiva,61.696666666666665,0.0,0.0,0,sin_descuento,E-commerce,Spain,0,Sin campaña,36-45,4,1,0,2025-04-29,37.31666666666666,0.3952
497,45.49,3,Dresses,1,34.71,Female,Tiva,49.583333333333336,0.3,0.3,1,alto,App Mobile,Portugal,1,Mid-Season Clearance,56-65,5,1,0,2025-05-13,30.816666666666666,0.1122
498,197.95,3,Shoes,3,45.47,Female,Tiva,45.47,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,TIVA Week,46-55,5,6,1,2025-05-25,27.706666666666667,0.3907
500,265.68,3,Shoes,2,56.593333333333334,Female,Tiva,56.593333333333334,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,36-45,4,5,1,2025-04-26,34.65,0.3877
503,117.29,3,T-Shirts,2,44.70000000000001,Female,Tiva,44.70000000000001,0.0,0.0,0,sin_descuento,E-commerce,France,1,TIVA Week,16-25,5,3,0,2025-05-22,27.24,0.3906
504,159.67,3,Pants,2,60.96333333333334,Female,Tiva,60.96333333333334,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,June Price Drop,36-45,6,2,0,2025-06-04,39.21666666666666,0.3567
505,198.06,3,Pants,2,61.17666666666667,Female,Tiva,61.17666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,1,TIVA Week,26-35,5,4,0,2025-05-23,35.84,0.4142
506,258.65,3,Sleepwear,2,52.31,Female,Tiva,52.31,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,46-55,4,2,0,2025-04-23,29.33,0.4393
509,121.58000000000001,3,Dresses,3,45.80666666666667,Female,Tiva,45.80666666666667,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Mid-Season Clearance,26-35,5,3,0,2025-05-15,23.76,0.4813
510,116.67000000000002,3,Dresses,3,46.97666666666667,Female,Tiva,46.97666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,46-55,4,2,0,2025-04-30,23.62,0.4972
511,241.51,3,T-Shirts,3,48.193333333333335,Female,Tiva,48.193333333333335,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,Spring Flash Sale,26-35,4,4,0,2025-04-04,25.919999999999998,0.4622
512,189.56,3,Sleepwear,3,43.20333333333334,Female,Tiva,43.20333333333334,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,Spring Flash Sale,16-25,4,6,1,2025-04-06,24.48,0.4334
513,229.6,3,Pants,2,44.47,Female,Tiva,44.47,0.0,0.0,0,sin_descuento,E-commerce,France,1,Early Summer Deals,36-45,6,5,1,2025-06-14,22.426666666666666,0.4957
514,280.90999999999997,3,T-Shirts,2,53.123333333333335,Female,Tiva,53.123333333333335,0.0,0.0,0,sin_descuento,App Mobile,France,1,Early Summer Deals,36-45,6,1,0,2025-06-17,29.156666666666666,0.4512
515,304.5,3,Sleepwear,3,48.879999999999995,Female,Tiva,48.879999999999995,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,46-55,5,1,0,2025-05-20,25.679999999999996,0.4746
516,209.12,3,T-Shirts,2,41.35,Female,Tiva,41.35,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Mother's Day Campaign,26-35,5,6,1,2025-05-04,19.83666666666667,0.5203
517,107.6,3,T-Shirts,3,32.403333333333336,Female,Tiva,32.403333333333336,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,June Price Drop,16-25,6,3,0,2025-06-05,17.983333333333334,0.445
518,242.28,3,Dresses,2,39.38666666666667,Female,Tiva,39.38666666666667,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Mother's Day Campaign,36-45,5,6,1,2025-05-04,21.856666666666666,0.4451
521,236.54000000000002,3,Shoes,2,49.446666666666665,Female,Tiva,49.446666666666665,0.0,0.0,0,sin_descuento,App Mobile,France,1,Mother's Day Campaign,46-55,5,6,1,2025-05-04,27.986666666666668,0.434
524,42.18,3,T-Shirts,2,31.85666666666667,Female,Tiva,45.50666666666666,0.3,0.3,1,alto,App Mobile,Germany,1,Mid-Season Clearance,46-55,5,3,0,2025-05-15,26.743333333333336,0.1605
525,216.25,3,Dresses,3,51.36333333333334,Female,Tiva,51.36333333333334,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,16-25,5,2,0,2025-05-21,21.91333333333333,0.5734
527,221.34,3,Sleepwear,3,48.36666666666667,Female,Tiva,48.36666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,56-65,5,2,0,2025-05-28,24.8,0.4873
528,56.54,3,Shoes,3,39.92333333333334,Female,Tiva,57.03333333333333,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,46-55,5,5,1,2025-05-17,31.44,0.2125
529,161.3,3,T-Shirts,2,44.57,Female,Tiva,44.57,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,Easter Promotion,36-45,4,0,0,2025-04-14,23.97666666666667,0.462
530,215.62,3,Sleepwear,1,55.88,Female,Tiva,55.88,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,16-25,4,5,1,2025-04-19,32.48,0.4188
531,171.01999999999998,3,Sleepwear,3,56.70000000000001,Female,Tiva,56.70000000000001,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,36-45,5,4,0,2025-05-30,33.46,0.4099
534,181.2,3,Shoes,3,32.083333333333336,Female,Tiva,32.083333333333336,0.0,0.0,0,sin_descuento,App Mobile,Germany,0,Sin campaña,56-65,4,1,0,2025-04-22,16.973333333333333,0.471
535,301.0,3,Pants,3,53.923333333333325,Female,Tiva,53.923333333333325,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,26-35,5,5,1,2025-05-31,27.333333333333332,0.4931
536,139.97,3,T-Shirts,1,37.04333333333334,Female,Tiva,37.04333333333334,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,June Price Drop,26-35,6,3,0,2025-06-05,23.436666666666667,0.3673
537,120.95,3,T-Shirts,3,44.68333333333334,Female,Tiva,44.68333333333334,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,56-65,4,2,0,2025-04-30,23.47666666666667,0.4746
538,214.92000000000002,3,Shoes,2,45.39333333333334,Female,Tiva,45.39333333333334,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,June Price Drop,26-35,6,3,0,2025-06-05,26.266666666666666,0.4214
539,239.92000000000002,3,Pants,2,48.85333333333333,Female,Tiva,48.85333333333333,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,0,Sin campaña,46-55,4,5,1,2025-04-26,26.25333333333333,0.4626
541,164.58,3,Dresses,2,47.06333333333333,Female,Tiva,47.06333333333333,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,26-35,4,6,1,2025-04-27,31.44666666666667,0.3318
542,152.49,3,T-Shirts,2,53.25,Female,Tiva,53.25,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,TIVA Week,16-25,5,5,1,2025-05-24,31.51,0.4083
543,166.60000000000002,3,Shoes,3,49.20666666666667,Female,Tiva,49.20666666666667,0.0,0.0,0,sin_descuento,E-commerce,Portugal,0,Sin campaña,46-55,4,5,1,2025-04-26,26.983333333333334,0.4516
545,176.78,3,Shoes,2,64.06333333333333,Female,Tiva,64.06333333333333,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,Spring Flash Sale,36-45,4,5,1,2025-04-05,35.21,0.4504
546,65.03,3,Dresses,2,34.193333333333335,Female,Tiva,34.193333333333335,0.0,0.0,0,sin_descuento,E-commerce,Italy,0,Sin campaña,46-55,4,0,0,2025-04-28,21.596666666666664,0.3684
548,326.54,3,Pants,2,54.18000000000001,Female,Tiva,54.18000000000001,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,36-45,4,4,0,2025-04-25,26.756666666666664,0.5062
550,171.84,3,Shoes,2,40.13333333333333,Female,Tiva,40.13333333333333,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,Mid-Season Clearance,26-35,5,4,0,2025-05-16,21.09,0.4745
551,144.33,3,Dresses,3,45.23,Female,Tiva,45.23,0.0,0.0,0,sin_descuento,E-commerce,Spain,1,TIVA Week,16-25,5,5,1,2025-05-31,20.439999999999998,0.5481
552,52.34,3,Shoes,3,37.42333333333333,Female,Tiva,53.46,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,26-35,5,3,0,2025-05-15,30.56,0.1834
553,77.97999999999999,3,T-Shirts,2,33.526666666666664,Female,Tiva,47.89666666666667,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,26-35,5,6,1,2025-05-18,24.22666666666667,0.2774
554,147.70000000000002,3,T-Shirts,3,44.589999999999996,Female,Tiva,44.589999999999996,0.0,0.0,0,sin_descuento,E-commerce,Portugal,1,Early Summer Deals,26-35,6,4,0,2025-06-13,22.900000000000002,0.4864
555,129.54,3,Dresses,2,48.623333333333335,Female,Tiva,48.623333333333335,0.0,0.0,0,sin_descuento,App Mobile,Italy,1,TIVA Week,56-65,5,6,1,2025-05-25,30.09,0.3812
556,271.82000000000005,3,Pants,3,48.45666666666667,Female,Tiva,48.45666666666667,0.0,0.0,0,sin_descuento,E-commerce,France,0,Sin campaña,56-65,4,2,0,2025-04-30,24.423333333333336,0.496
557,179.51,3,Shoes,2,51.29666666666666,Female,Tiva,51.29666666666666,0.0,0.0,0,sin_descuento,App Mobile,Netherlands,0,Sin campaña,16-25,4,4,0,2025-04-25,27.26,0.4686
558,69.48,3,Pants,3,30.156666666666666,Female,Tiva,43.083333333333336,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,16-25,5,5,1,2025-05-17,19.806666666666665,0.3432
559,141.99,3,Dresses,2,46.30666666666667,Female,Tiva,51.45333333333334,0.10000000000000002,0.1,1,medio,E-commerce,Spain,1,Spring Flash Sale,46-55,4,6,1,2025-04-06,27.606666666666666,0.4038
561,214.61,3,Shoes,2,42.28,Female,Tiva,46.97666666666667,0.10000000000000002,0.1,1,medio,E-commerce,Portugal,1,June Price Drop,26-35,6,4,0,2025-06-06,20.383333333333336,0.5179
562,197.33,3,Shoes,3,49.64333333333334,Female,Tiva,49.64333333333334,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,26-35,4,4,0,2025-04-18,30.823333333333334,0.3791
564,127.53,3,T-Shirts,1,46.00333333333333,Female,Tiva,46.00333333333333,0.0,0.0,0,sin_descuento,E-commerce,France,1,TIVA Week,16-25,5,2,0,2025-05-28,27.546666666666667,0.4012
565,187.31,3,Sleepwear,2,37.833333333333336,Female,Tiva,37.833333333333336,0.0,0.0,0,sin_descuento,E-commerce,France,1,Mother's Day Campaign,56-65,5,6,1,2025-05-04,21.703333333333337,0.4263
566,160.85,3,T-Shirts,1,54.276666666666664,Female,Tiva,54.276666666666664,0.0,0.0,0,sin_descuento,E-commerce,Germany,0,Sin campaña,36-45,4,0,0,2025-04-21,31.63,0.4172
567,162.26999999999998,3,Dresses,2,47.68333333333334,Female,Tiva,47.68333333333334,0.0,0.0,0,sin_descuento,E-commerce,Netherlands,1,Mid-Season Clearance,16-25,5,5,1,2025-05-17,32.473333333333336,0.319
571,405.49,3,Dresses,2,67.35000000000001,Female,Tiva,67.35000000000001,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,TIVA Week,16-25,5,4,0,2025-05-23,35.46,0.4735
572,323.26,3,Dresses,3,54.70666666666667,Female,Tiva,54.70666666666667,0.0,0.0,0,sin_descuento,App Mobile,France,0,Sin campaña,26-35,4,1,0,2025-04-22,29.47666666666667,0.4612
575,201.95,3,T-Shirts,2,44.09,Female,Tiva,44.09,0.0,0.0,0,sin_descuento,App Mobile,Spain,0,Sin campaña,26-35,4,6,1,2025-04-27,22.47,0.4904
576,266.88,3,Shoes,2,54.946666666666665,Female,Tiva,54.946666666666665,0.0,0.0,0,sin_descuento,E-commerce,France,1,Early Summer Deals,26-35,6,4,0,2025-06-13,27.2,0.505
577,64.5,3,Pants,3,41.47333333333333,Female,Tiva,41.47333333333333,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,56-65,5,1,0,2025-05-27,25.096666666666664,0.3949
578,189.26,3,Sleepwear,2,51.86000000000001,Female,Tiva,51.86000000000001,0.0,0.0,0,sin_descuento,App Mobile,Italy,0,Sin campaña,56-65,4,4,0,2025-04-25,24.653333333333336,0.5246
580,220.42000000000002,3,Dresses,3,47.04333333333333,Female,Tiva,47.04333333333333,0.0,0.0,0,sin_descuento,App Mobile,Portugal,1,TIVA Week,56-65,5,5,1,2025-05-31,23.613333333333333,0.4981
581,178.85,3,Pants,2,60.51,Female,Tiva,60.51,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,TIVA Week,46-55,5,5,1,2025-05-31,38.31333333333333,0.3668
582,117.86,3,Dresses,2,45.343333333333334,Female,Tiva,45.343333333333334,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,June Price Drop,36-45,6,2,0,2025-06-04,28.25333333333333,0.3769
588,31.060000000000002,3,Pants,2,28.97,Female,Tiva,41.38666666666666,0.3,0.3,1,alto,App Mobile,Italy,1,Mid-Season Clearance,36-45,5,2,0,2025-05-14,23.416666666666668,0.1917
589,166.69,3,Dresses,2,37.833333333333336,Female,Tiva,37.833333333333336,0.0,0.0,0,sin_descuento,App Mobile,Germany,1,Early Summer Deals,56-65,6,1,0,2025-06-17,19.99,0.4716
590,118.08,3,T-Shirts,3,50.21666666666667,Female,Tiva,50.21666666666667,0.0,0.0,0,sin_descuento,E-commerce,Germany,1,Easter Promotion,56-65,4,6,1,2025-04-13,32.86666666666667,0.3455
591,342.12,3,Shoes,3,59.06333333333333,Female,Tiva,59.06333333333333,0.0,0.0,0,sin_descuento,E-commerce,Italy,1,TIVA Week,16-25,5,4,0,2025-05-23,26.569999999999997,0.5501
